-0.0864167 0 0 0.472404
-0.0846883 0 -0.163643 0.454071
-0.08296 0 -0.105393 0.435253
-0.0812317 0 0.215948 0.43075
-0.0795033 0 0.367394 0.436816
-0.077775 0 0.609754 0.441651
-0.0760467 0 0.715386 0.444765
-0.0743183 0 0.888152 0.444406
-0.07259 0 1.00144 0.442743
-0.0708617 0 1.1693 0.439664
-0.0691333 0 1.3131 0.436385
-0.067405 0 1.49668 0.432625
-0.0656767 0 1.6716 0.428911
-0.0639483 0 1.87568 0.424956
-0.06222 0 2.07933 0.421019
-0.0604917 0 2.30579 0.416897
-0.0587633 0 2.53696 0.412737
-0.057035 0 2.78737 0.408408
-0.0553067 0 3.04593 0.403995
-0.0535783 0 3.32185 0.399414
-0.05185 0 3.60835 0.394716
-0.0501217 0 3.91138 0.389843
-0.0483933 0 4.22682 0.384824
-0.046665 0 4.55865 0.379619
-0.0449367 0 4.9044 0.37424
-0.0432083 0 5.26686 0.368659
-0.04148 0 5.64457 0.362879
-0.0397517 0 6.03967 0.356876
-0.0380233 0 6.45128 0.350645
-0.036295 0 6.88125 0.344168
-0.0345667 0 7.32899 0.337431
-0.0328383 0 7.79633 0.33042
-0.03111 0 8.28272 0.323111
-0.0293817 0 8.79024 0.315494
-0.0276533 0 9.31813 0.307536
-0.025925 0 9.86902 0.299229
-0.0241967 0 10.4416 0.290527
-0.0224683 0 11.0395 0.281427
-0.02074 0 11.6605 0.271865
-0.0190117 0 12.3095 0.261844
-0.0172833 0 12.9829 0.251275
-0.015555 0 13.6878 0.24017
-0.0138267 0 14.4184 0.228405
-0.0120983 0 15.1846 0.215995
-0.01037 0 15.9778 0.202787
-0.00864167 0 16.8115 0.188758
-0.00691333 0 17.6742 0.173767
-0.005185 0 18.5819 0.157616
-0.00345667 0 19.5236 0.140361
-0.00172833 0 20.5088 0.121862
0 0 21.5471 0.0999057
0.00211806 2.27715e-05 22.8454 0.0780747
0.00423611 9.11178e-05 24.1033 0.0748107
0.00635417 0.000205134 25.1328 0.0836881
0.00847222 0.000364979 26.0229 0.092566
0.0105903 0.000570877 26.7762 0.102401
0.0127083 0.00082312 27.3941 0.109624
0.0148264 0.00112207 27.9804 0.116525
0.0169444 0.00146815 28.4347 0.121182
0.0190625 0.00186188 28.9397 0.12108
0.0211806 0.00230383 29.4018 0.118349
0.0232986 0.00279468 29.9374 0.103622
0.0254167 0.00333518 30.9765 -0.0134064
0.027418 0.00451787 32.0541 0.242134
0.0294193 0.00567544 26.464 0.511323
0.0314206 0.0068083 23.0306 0.627258
0.0334219 0.00791682 17.2479 0.71304
0.0354232 0.00900138 13.069 0.767142
0.0374245 0.0100623 7.53544 0.820257
0.0394259 0.0111 3.01395 0.859414
0.0414272 0.0121148 -2.3248 0.899415
0.0434285 0.0131069 -7.01056 0.931262
0.0454298 0.0140767 -12.1852 0.963566
0.0474311 0.0150245 -16.9252 0.990659
0.0494324 0.0159505 -21.9469 1.01779
0.0514337 0.016855 -26.6675 1.04144
0.053435 0.0177383 -31.5373 1.06488
0.0554364 0.0186006 -36.1873 1.08595
0.0574377 0.0194422 -40.9006 1.1067
0.059439 0.0202632 -45.4433 1.12582
0.0614403 0.0210639 -49.993 1.14461
0.0634416 0.0218446 -54.4015 1.16227
0.0654429 0.0226054 -58.7798 1.17963
0.0674442 0.0233464 -63.034 1.1962
0.0694455 0.024068 -67.2335 1.21248
0.0714469 0.0247702 -71.3185 1.22816
0.0734482 0.0254533 -75.3326 1.24355
0.0754495 0.0261174 -79.2377 1.25843
0.0774508 0.0267627 -83.061 1.27297
0.0794521 0.0273893 -86.7783 1.287
0.0814534 0.0279974 -90.4066 1.30061
0.0834547 0.0285871 -93.9303 1.31368
0.085456 0.0291586 -97.3601 1.32623
0.0874573 0.0297119 -100.686 1.33819
0.0894587 0.0302473 -103.914 1.34955
