57730	
	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05
	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05
	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05
	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05
	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05
	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05
	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05
	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05
	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05
	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05
	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05
	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05
	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05
	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05
	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05
	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05
	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05
	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05
	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05
	3.342820558163015e-05	1.671410279081507e-05	3.342820558163015e-05	1.671410279081507e-05	3.342723969579357e-05
	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05
	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05
	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05
	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05
	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05
	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05
	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05
	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05
	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05
	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05
	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05	8.522006486420483e-05	6.768118661832503e-05
